id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45347720,Amazing 1B/1B floor in a house near DT,267854797,Mo,,78741,30.23661,-97.73598,Private room,57,30,3,2021-09-14,0.12,29,315,0,
45939066,Thistle Rock Guest House,14343801,Jennifer,,78736,30.23674,-97.9835,Entire home/apt,420,2,68,2022-12-12,2.61,3,347,24,
44952688,Clean modern 1 Bedroom apartment in North Austin!,15827017,Amy,,78753,30.39089,-97.64789,Entire home/apt,85,7,0,,,1,0,0,
45940721,Private Granny Flat in Historic Clarksville,10917374,Bailey,,78703,30.2867,-97.76121,Entire home/apt,81,2,89,2022-12-04,3.48,1,48,39,
45941585,Stay in trendy East Austin w/ backyard oasis,369664136,Joslyn,,78702,30.26303,-97.7066,Entire home/apt,286,2,2,2022-09-11,0.08,2,0,1,
45950504,The Stewart House: private Pool and lake access,19353541,Blake,,78734,30.37863,-97.95653,Entire home/apt,182,2,57,2022-11-13,2.23,8,358,30,
45953285,Small Bedroom in Cute South ATX House,12211296,Jenalys,,78745,30.20458,-97.79217,Private room,47,1,38,2022-11-13,1.47,3,177,19,
45349898,Cozy and Colorful 3 Bedroom Home With Yard,1544392,Lauren,,78745,30.21232,-97.81118,Entire home/apt,169,3,7,2022-10-17,0.26,1,10,4,
45955391,Pink Oasis near Downtown Austin,558785,Elisa,,78702,30.25324,-97.71278,Entire home/apt,165,3,40,2022-11-14,1.57,1,73,21,
45350531,Free Spirit House ATX. Close to downtown and UT.,340960355,Sairam,,78705,30.29412,-97.74104,Private room,20,2,3,2020-10-09,0.11,1,0,0,
44972164,The House in the City,73116810,Alexandria,,78751,30.30353,-97.72164,Private room,75,1,24,2022-11-15,0.91,1,180,10,
44996777,East Austin Charm,57405133,Zach,,78702,30.255,-97.73332,Entire home/apt,99,14,3,2022-03-31,0.11,2,187,1,
45960935,Charming East Austin Home with Office & Garage,43894510,Sarah,,78723,30.30359,-97.69231,Entire home/apt,239,30,4,2022-03-06,0.17,1,223,1,
45001128,"Modern Townhome Easy walk to SoCo, Pool open!",5067850,Keith,,78704,30.23545,-97.74778,Entire home/apt,105,4,60,2022-11-28,2.12,1,264,26,
45363769,Entire 2B/2B house near DT,267854797,Mo,,78741,30.23594,-97.73052,Entire home/apt,111,30,1,2021-06-08,0.05,29,266,0,
45961023,Perfect Austin Getaway! Private Pool & Dog Run,371138932,Luiz,,78737,30.22025,-97.89401,Entire home/apt,562,2,20,2022-10-02,2.04,2,306,20,
45969605,Austin Home with Great Outdoor Space,13425205,Dana,,78754,30.35483,-97.66251,Entire home/apt,150,28,10,2022-11-29,0.39,1,66,3,
45371687,★Stylish Home w/ Peaceful Deck near Downtown ATX★,259870806,Mahshid,,78704,30.23683,-97.77811,Entire home/apt,106,1,81,2022-11-26,3.00,4,122,31,
45003200,Retro Future Tiny Home-the secret flying machine,363210621,Robbie,,78745,30.21261,-97.80806,Entire home/apt,99,1,20,2022-12-04,2.99,1,137,20,
45013337,Central Austin treehouse close to everything,11245746,Anish,,78705,30.29189,-97.72959,Entire home/apt,122,20,5,2022-10-22,1.07,4,143,5,
45970854,Bright kid-friendly Home near The Domain,268576924,Jessica,,78754,30.35572,-97.64146,Entire home/apt,1000,4,0,,,1,0,0,
45035105,Alderbrok Place 2 BR 1 BA Fenced Yard 1st Pet Free,241944426,Lupe,,78758,30.41412,-97.69737,Entire home/apt,120,30,6,2022-07-31,0.41,3,172,4,
45386773,Austin Stay and Play,337851194,Paula,,78704,30.23347,-97.75916,Entire home/apt,300,2,83,2022-11-21,3.21,4,330,33,
45974888,East Austin Bungalow 1 MILE FROM DOWNTOWN!,7216337,Austin,,78702,30.26411,-97.70951,Entire home/apt,110,2,88,2022-12-04,3.71,1,41,38,
45401573,NW Hills Modern Home - Perfect For Young Children,367113553,Lyndsey,,78731,30.36338,-97.7653,Entire home/apt,900,4,10,2021-07-05,0.36,1,0,0,
45410462,Zen Casita | Neutral Comforting Home | Spacious,7270902,Meshelle,,78751,30.31785,-97.72751,Entire home/apt,344,1,5,2022-05-22,0.25,19,170,3,
45040816,✿ Enchanting Lavender Wisteria Garden ✿ DT East,84767145,Lucy,,78723,30.28983,-97.67697,Private room,52,1,31,2022-10-29,1.14,13,343,22,
45987280,New East Side Luxury Home 1.5 Miles to Downtown,133295334,Robert,,78702,30.26198,-97.71635,Entire home/apt,220,2,17,2022-12-11,4.59,1,108,17,
45048204,Quiet yet close to all that Austin has to offer,209271944,Neal,,78701,30.28045,-97.74788,Entire home/apt,115,30,15,2022-09-27,0.55,1,237,5,
45062046,The Luxe ✦ Black Diamond Suite ✦ East Downtown,84767145,Lucy,,78723,30.28778,-97.67959,Private room,50,1,26,2022-11-09,0.95,13,77,7,
45418452,Calm and Spacious Bedroom ATX (Private Bathroom),17177730,Savannah,,78744,30.16043,-97.77922,Private room,35,28,4,2022-11-05,0.16,2,59,2,
46008916,Beautiful Clarksville Condo! Easy Walk to West 6th,50214619,Ames - Austin Vacay,,78703,30.27556,-97.75657,Entire home/apt,89,1,108,2022-11-17,4.16,24,360,54,
45419907,The Gala of Lady Bird Lake - Chic East Austin home,181159894,David,,78702,30.25709,-97.73583,Entire home/apt,882,28,0,,,5,0,0,
45068235,Central Austin Bungalow,79272149,Brooke,,78722,30.29083,-97.71806,Entire home/apt,255,1,6,2022-06-12,0.31,1,33,3,
46010410,"Inn Cahoots on 6th: 10BR/26Bed,Pool,Roofdeck(U2&3)",814883,Kristen,,78702,30.26312,-97.72866,Entire home/apt,1020,1,2,2022-05-25,0.09,12,226,1,
45421911,Two Lovely Homes on One Property | Family Retreat,55204086,Greg,,78704,30.25141,-97.7728,Entire home/apt,1222,2,6,2022-09-11,0.96,1,153,6,
46019048,Central Austin home! Parking/laundry/private patio,1972732,Katherine,,78758,30.35515,-97.71296,Entire home/apt,125,28,2,2022-09-26,0.63,1,106,2,
45422090,East Side Guest House with Private Outdoors Space,984468,Jonnie,,78702,30.26888,-97.72175,Entire home/apt,108,1,228,2022-12-11,8.42,1,36,93,
45069159,Cozy Duplex Near SoCo & DT! |Great Location|,60451009,Nicole,,78704,30.2298,-97.7477,Entire home/apt,140,3,39,2022-11-14,1.43,1,0,24,
46047165,Luxury Rental in Hip East Austin!,106649223,The Bindel,,78702,30.26104,-97.71934,Entire home/apt,120,30,2,2021-03-13,0.09,74,364,0,
45431197,Exceptional East Austin townhouse,19929430,Valentine,,78723,30.30529,-97.67023,Entire home/apt,220,3,2,2021-12-26,0.16,2,0,1,
46050600,Rustic Cabin in Central Austin,1771402,Cindie,,78703,30.29992,-97.77521,Entire home/apt,199,2,7,2022-09-26,0.32,2,327,6,
45077683,South Austin Private Suite,297242188,Austin,,78748,30.1644,-97.82443,Private room,45,1,9,2021-02-26,0.32,1,0,0,
46054788,Red Yucca Modern Guest House,25414930,Josh,,78736,30.24504,-97.89065,Entire home/apt,128,2,32,2022-11-13,2.12,1,175,21,
45080616,"Professionally Managed- Luxury Rental (Austin, TX)",106649223,The Bindel,,78758,30.39702,-97.72174,Entire home/apt,92,30,1,2022-11-01,0.67,74,154,1,
45432352,"★The ATX Oasis★  FUN, 3 story house w/ pool & spa!",4922727,Kyle,,78703,30.29483,-97.76051,Entire home/apt,599,3,150,2022-11-30,5.51,2,315,71,
46056224,Wyn Austin Resort ~ Rooftop Pool ~ Walk to 6th St!,243470944,Resort Stay,,78701,30.27166,-97.74756,Entire home/apt,293,2,1,2021-02-21,0.05,20,0,0,
45082688,"Modern Getaway with Firepit | Walk to Parks, Pool, Dining & Shops",109638288,Vacasa Texas,,78704,30.24678,-97.73687,Entire home/apt,525,3,25,2022-10-30,1.08,70,355,12,
46056423,Entire Apartment | 1BR-1BA | Nearby Lake,372179504,Jacob,,78741,30.24794,-97.73225,Entire home/apt,94,2,101,2022-11-27,4.02,2,64,34,
45085283,"5 bdrms, 10 Mins Downtown, Next to UT,Free parking",369844945,Darlene,,78705,30.29688,-97.7282,Entire home/apt,405,2,19,2022-12-04,2.06,7,89,19,
45086146,Eclectic modern bungalow,363943353,William,,78752,30.32337,-97.71922,Entire home/apt,165,3,68,2022-12-04,2.43,2,90,23,
45433986,E 5th St - Perfect Location for Play or Stay!,231468841,3 Little Birds,,78702,30.25774,-97.71285,Entire home/apt,149,30,35,2022-01-06,1.31,1,165,1,
46067593,"Bright, Rare & Peaceful. Hidden gem on 2.5 Acres",2863744,Jastine,,78745,30.22552,-97.80922,Entire home/apt,349,2,0,,,1,357,0,
45440634,Remodeled S. ATX Escape-Family & Dog Friendly!,367565136,Dijo,,78745,30.20317,-97.79174,Entire home/apt,267,2,100,2022-11-08,3.92,17,169,31,
45440882,‘76 Rambler! Franklin Park Glamping - Pet Friendly,367565136,Dijo,,78744,30.19921,-97.74374,Entire home/apt,89,1,97,2022-11-13,3.77,17,180,17,
45087904,Charlene,118565935,Renters Club,,78702,30.26484,-97.71976,Entire home/apt,843,1,26,2022-09-27,0.96,75,336,6,
46068241,"Luxury Corporate Rental in Austin, TX (The Domain)",106649223,The Bindel,,78758,30.4044,-97.72244,Entire home/apt,108,30,1,2022-08-28,0.27,74,320,1,
46289287,Holly Bungalow | Cool  Retreat | Close to Eateries,5565446,Cristina,,78702,30.25482,-97.72396,Entire home/apt,150,4,16,2022-06-12,0.67,3,77,9,
45451277,Luxury 3BR on South Congress at Colton House,367670680,Martin,,78704,30.23749,-97.7552,Entire home/apt,445,3,3,2022-04-10,0.16,29,68,2,
46070965,Wyn Austin Resort ~ Rooftop Pool ~ Walk to 6th St!,243470944,Resort Stay,,78701,30.27166,-97.74756,Entire home/apt,293,2,2,2022-03-06,0.14,20,0,1,
45451834,Austin Charm Home - 10 min to DT,125094295,Laura,,78745,30.2286,-97.813995,Entire home/apt,593,2,49,2022-11-27,1.83,3,303,22,
46292071,Luxury Furnished Corporate Rental ATX (The Domain),106649223,The Bindel,,78758,30.39753,-97.72202,Entire home/apt,106,30,3,2021-06-15,0.13,74,365,0,
46073084,The Blue Room,63253402,Reid,,78744,30.16315,-97.74408,Private room,36,2,45,2022-11-26,1.81,4,6,25,
46292201,Beautiful Fully-Furnished Rental in The Domain!,106649223,The Bindel,,78758,30.40315,-97.72151,Entire home/apt,101,30,3,2022-09-30,0.13,74,62,1,
45452160,Tronevilla 8907A,338809046,Tronevilla,,78758,30.36348,-97.71067,Entire home/apt,185,2,38,2022-11-13,1.41,3,358,12,
45453911,"Furnished Rental in Austin, TX!",106649223,The Bindel,,78758,30.39683,-97.72365,Entire home/apt,99,30,0,,,74,10,0,
46073686,Cozy studio in Central Austin,36957600,Saba & Sep,,78751,30.31874,-97.71838,Entire home/apt,80,3,14,2022-06-26,0.55,1,86,1,
45456265,Living large in a small home w/ private yard,176112292,Sandy,,78734,30.38047,-97.9381,Entire home/apt,100,3,92,2022-11-27,3.63,5,174,52,
46293721,Cute Brand New House in Southeast Austin,141211967,Sarah,,78747,30.13658,-97.76896,Entire home/apt,100,1,4,2022-11-02,0.31,2,23,3,
46081406,Above Villa Bonita | Included Luxury Services* I P,210733801,Above Vacation,,78730,30.35887,-97.84144,Entire home/apt,2600,1,0,,,51,363,0,
46295102,Newly Remodeled East Austin Bungalow,555350,Chad,,78702,30.25111,-97.72419,Entire home/apt,159,2,2,2022-10-17,0.80,1,16,2,
45459464,★Comfortable & Quiet Near Downtown + Free Parking★,131911059,Olajuwon,,78741,30.23171,-97.72012,Entire home/apt,72,3,34,2022-07-31,2.12,1,0,23,
46081451,Buy 2 Get 1 Night Free I Above Preserve I Pool/Hot,210733801,Above Vacation,,78734,30.372284,-97.97587,Entire home/apt,2500,1,1,2022-06-05,0.15,51,363,1,
46296604,* Studio Condo * Wyndham Austin Texas,234194182,Chris,,78701,30.27197,-97.74866,Entire home/apt,229,3,9,2022-11-06,0.38,6,90,7,
46086789,NEW!!  Rustic Charm in a Luxury Setting!!,274009641,Tad,,78736,30.23778,-97.97964,Entire home/apt,165,2,112,2022-12-04,4.34,4,340,46,
46296699,1 Bedroom Deluxe Condo * Wyndham Austin Texas,234194182,Chris,,78701,30.27212,-97.7464,Entire home/apt,279,3,3,2022-10-21,0.14,6,90,1,
45466583,Cozy duplex w/yard near Domain & 15min to downtown,8223417,Erica,,78758,30.38948,-97.69857,Entire home/apt,100,30,2,2022-07-31,0.14,2,166,1,
46101661,Newly Renovated Stylish West Campus Condo -Near UT,5552626,Stu,,78705,30.29199,-97.74721,Entire home/apt,202,2,36,2022-11-05,1.40,1,77,17,
45467121,WM Austin Studio Deluxe,58385754,Kivaan,,78701,30.27189,-97.74847,Entire home/apt,186,2,5,2022-11-02,0.27,3,342,3,
45467226,WM Austin 1BR Condo,58385754,Kivaan,,78701,30.27255,-97.74778,Entire home/apt,212,2,2,2021-06-30,0.10,3,345,0,
45467282,WM Austin 2BR Condo,58385754,Kivaan,,78701,30.27264,-97.74734,Entire home/apt,257,2,1,2022-08-28,0.27,3,354,1,
46300402,"North Austin Hip Duplex- Huge home, private bakyrd",374645236,Michael,,78758,30.39801,-97.69987,Entire home/apt,106,30,30,2022-10-08,1.51,13,166,22,
46310040,Spacious 2BR Condo Downtown ATX | Walk to it All!,183115637,Angela,,78701,30.27133,-97.74813,Entire home/apt,147,30,12,2022-11-11,0.51,1,179,4,
46102121,Modern home w/Downtown views &  pool!,87116865,Jenny,,78746,30.27637,-97.7833,Entire home/apt,1450,30,1,2021-01-31,0.04,1,83,0,
46317793,Austin Luxury Townhome,195270844,Vince,,78750,30.43482,-97.77948,Entire home/apt,132,2,24,2022-11-07,1.02,6,364,6,
45468117,"SoCo 1BR suite w pool, king bed, close to Downtown",35817561,Jen And Steven,,78704,30.23214,-97.76473,Entire home/apt,48,1,104,2022-12-06,3.91,80,360,53,
46103871,La Treehouse | Cozy East Side Stay |  Full Kitchen,5565446,Cristina,,78702,30.25497,-97.72396,Entire home/apt,99,2,95,2022-12-04,3.71,3,178,50,
46111943,"Downtown Penthouse with Skyline Views, Walkable Locale",109638288,Vacasa Texas,,78701,30.27724,-97.7488,Entire home/apt,341,1,18,2022-10-24,0.71,70,361,13,
46124461,New & Trendy Downtown ATX Stay!,373797829,Sky,,78704,30.2592,-97.74784,Entire home/apt,119,2,114,2022-11-27,4.50,1,59,61,
45468626,Stunning new home in East Austin. Close to DT!,367860620,Erind,,78741,30.22883,-97.70299,Entire home/apt,450,3,11,2022-10-24,0.41,1,364,2,
45469731,"KING beds, Work Office, Sauna, Massage Chair &more",188243764,Nick,,78751,30.32012,-97.7292,Entire home/apt,165,2,133,2022-12-10,4.88,1,70,67,
46327282,"Family Hill Country Lake House, Discounted pricing",250756711,Taylor,,78734,30.36778,-97.9196,Entire home/apt,228,2,88,2022-11-26,3.53,1,173,23,
46126216,SXSW Caffeination & Creation Station,50977,Rob,,78722,30.28365,-97.72027,Entire home/apt,119,4,7,2022-06-13,0.38,1,88,4,
46141020,"Private bedroom with 1.5 bath, wifi",348189890,Nexx,,78744,30.20921,-97.74111,Private room,500,10,0,,,2,0,0,
46144754,Rooftop Pool! ~ Walk to 6th St ~ Wyn Austin Resort,243470944,Resort Stay,,78701,30.27164,-97.74757,Entire home/apt,244,2,11,2022-11-14,0.43,20,7,6,
46328080,Eclectic East Austin Home w/Double Rooftop Deck,176083072,Kasey,,78721,30.26816,-97.68376,Entire home/apt,250,2,9,2021-10-18,0.38,2,0,0,
45478982,The 1503 A: Pool Bar & Grill,176788606,Matt,,78704,30.23318,-97.77773,Entire home/apt,399,2,11,2022-01-01,0.42,3,365,1,
46171539,East Austin Home with a View,24524199,Rachel,,78721,30.27421994721439,-97.68884906214396,Entire home/apt,115,30,1,2020-12-31,0.04,1,62,0,
45479758,"The 1503:  Pool, Bar, Grill, Firepit Covered Patio",176788606,Matt,,78704,30.23367,-97.77863,Entire home/apt,415,2,47,2022-11-13,2.25,3,347,26,
45483997,"Amazing, modern, and spacious- convenient location",69578392,Cameron,,78741,30.21902,-97.6979,Private room,71,1,6,2022-10-23,1.58,3,0,6,
46331070,The Blueberry Cottage in South Austin,49272247,Emily,,78745,30.22085,-97.78049,Entire home/apt,166,1,48,2022-11-22,1.88,1,356,26,
46177279,Beautiful 2-Story loft in a gated safe complex,81772335,Chris,,78741,30.23148,-97.73171,Entire home/apt,74,14,0,,,1,0,0,
46332325,Lake Travis Tranquility,267695861,Jason,,78732,30.38968,-97.89386,Entire home/apt,1250,3,1,2021-10-25,0.07,1,0,0,
46334292,Private Getaway in Austin with Pool and a View!,181205324,Plushy,,78745,30.20858,-97.81664,Entire home/apt,122,2,4,2021-02-02,0.17,1,0,0,
45484516,Cottage near Lake Austin with dock privileges,368049075,Jill,,78733,30.33738,-97.84735,Entire home/apt,250,2,36,2022-12-02,1.52,1,157,19,
46181205,New Garage Apartment - New Community near airport,1862623,Kortni,,78744,30.15178,-97.71871,Entire home/apt,92,2,65,2022-11-14,2.54,1,282,32,
45492395,Luxury Corporate Rental Ready for Move In (ATX)!,106649223,The Bindel,,78758,30.3955,-97.7238,Entire home/apt,108,90,1,2021-01-16,0.04,74,364,0,
45493096,Rooms for lease in Brand New Beautiful Home 1,324923800,Amy,,78754,30.35657,-97.66078,Private room,45,1,6,2021-10-11,0.32,11,0,0,
46189639,Private Bed & Bath in East Riverside Townhome,88969767,Lisa,,78741,30.22817,-97.73896,Private room,51,30,11,2022-07-25,0.51,1,74,4,
45503200,South Austin - Work or Play #2,206253157,Janet,,78745,30.19805,-97.80636,Entire home/apt,125,3,11,2022-09-01,0.43,3,149,3,
46335636,*Holiday Special* ~ Outdoor Oasis|Luxury Bath,375042162,Cheryl,,78729,30.45856,-97.76176,Entire home/apt,179,3,33,2022-11-25,1.30,2,172,10,
46338510,Japanese Lantern Studio Work From Home w/Fast WiFi,243684594,Shirley,,78704,30.23786,-97.78432,Entire home/apt,36,1,55,2022-11-18,2.17,59,363,36,
46338658,"Cozy Extended Stay w/Pool, Fast WiFi, Free Parking",243684594,Shirley,,78704,30.23744,-97.78471,Entire home/apt,38,1,54,2022-12-07,2.17,59,363,37,
46194205,Modern Zilker Retreat- Furnished Deck and Yard!,364333630,Catherine,,78704,30.26052,-97.77262,Entire home/apt,500,2,0,,,1,0,0,
46353057,5★ Beautiful Bungalow Tucked Away In South Austin,71639191,Michele L,,78748,30.16671,-97.82106,Entire home/apt,177,2,22,2022-10-23,0.99,1,363,9,
46202714,A home away from home nice 2 bedroom! Domain area!,374240507,Unique,,78758,30.40053,-97.72266,Entire home/apt,100,2,34,2022-10-17,2.57,4,0,30,
46357895,The Art Gallery House,89882527,Michele,,78759,30.41592,-97.7163,Entire home/apt,120,1,31,2022-12-11,1.26,1,137,21,
45525221,⭐️ Beautiful East Austin Bungalow! Clean & Cozy ✨,384433,Daniel,,78723,30.30512,-97.67246,Entire home/apt,137,3,71,2022-12-03,4.60,1,315,48,
45529727,Location! So Austin home 20 min to Dt or Airport!,29180041,Amanda,,78739,30.19187,-97.88843,Entire home/apt,185,30,5,2022-06-08,0.27,4,72,3,
45531326,Castle Hill Luxury 2,32535697,Chet,,78703,30.27984,-97.75364,Entire home/apt,200,2,8,2021-11-07,0.33,7,0,0,
46219932,Bright & Airy South Austin Gem ~Great for Groups,154488820,Nichole & Chris,,78745,30.19259,-97.78565,Entire home/apt,199,2,93,2022-12-04,3.77,1,181,39,
45532574,The Marvelous Mod Yellow Condo,368587089,Sarah,,78722,30.28369,-97.71579,Entire home/apt,60,30,1,2021-05-22,0.05,1,0,0,
46361094,Elmer’s Humble Abode II,85556091,Elmer,,78724,30.29002,-97.66055,Private room,59,2,45,2022-10-25,1.94,2,351,16,
46221977,~The Abode~ Pet Friendly home in Central Austin!,55352228,"Magdiel, CEO Of The Third Castle",,78704,30.23889,-97.76123,Entire home/apt,225,3,28,2022-01-17,1.09,5,0,2,
46236559,Charming FRENCH Bungalow- Mueller- GREAT Location!,54418618,Elliot,,78722,30.30027,-97.71287,Entire home/apt,220,3,10,2022-06-12,0.46,1,0,1,
46365249,★Vacation house with Breathtaking View near DWTN★,259870806,Mahshid,,78704,30.23208,-97.77902,Entire home/apt,139,1,56,2022-11-13,2.24,4,104,22,
46369775,"Luxury Rental, All Bills Paid, Comfy Bed - ATX!",106649223,The Bindel,,78758,30.39645,-97.72382,Entire home/apt,89,30,2,2022-08-06,0.09,74,365,1,
45533428,Betty’s Bungalow at Barton Springs,368646360,Betty,,78704,30.260791778564453,-97.76327514648438,Entire home/apt,182,3,112,2022-12-12,4.30,1,203,53,
46239406,Charming downtown Austin 6 bedroom Mansion,302142399,Brian,,78703,30.27682,-97.76096,Entire home/apt,686,3,51,2022-11-17,2.06,7,234,25,
46255897,The Treehouse in central east Austin,3370586,Graham & Amanda,,78702,30.28181,-97.70698,Entire home/apt,125,2,129,2022-12-11,5.22,1,157,55,
45564394,Longterm Flat- South Congress/Bouldin/Downtown,11786964,Valentina,,78704,30.24663,-97.75429,Entire home/apt,115,30,22,2022-11-05,0.83,1,330,11,
46371801,Mint House The Hatchery: Studio Apartment,367697136,Mint House,,78702,30.25549,-97.73195,Entire home/apt,100,1,26,2022-11-01,1.16,8,326,8,
46371815,Mint House The Hatchery: Loft Apartment,367697136,Mint House,,78702,30.25356,-97.73204,Entire home/apt,134,1,153,2022-11-27,6.71,8,365,57,
46371844,"Mint House The Hatchery: Studio, Accessible",367697136,Mint House,,78702,30.25329,-97.73287,Entire home/apt,100,1,10,2022-08-20,0.47,8,316,7,
46258412,Buddy's East Austin Oasis + Cowboy Pool!,339284173,Ryan,,78702,30.26335,-97.70614,Entire home/apt,261,2,89,2022-12-04,3.61,1,312,35,
45566846,"Cozy apt close to DWTN, Rainey,  and East Austin!",262665874,Carlos,,78741,30.24072,-97.73058,Entire home/apt,140,3,7,2021-11-14,0.28,1,205,0,
46258469,2 Bedroom Villa in the Heart of Downtown Austin,79259184,Rick,,78701,30.27079,-97.74865,Entire home/apt,131,2,53,2022-09-16,2.26,3,0,18,
45569448,"Cozy, private room in lovely East Austin home",275372778,Jay,,78702,30.25092,-97.72663,Private room,73,1,63,2022-12-04,5.03,2,90,61,
45582010,10-15 Mins to DT & Domain + Yard + Office + Trails,14072158,Patrick,,78753,30.37926,-97.66381,Entire home/apt,130,30,36,2022-07-25,2.03,1,0,24,
45592772,SOFi Escape: Updated 1/1 - 1 mi to downtown w Pool!,579290,Jay,,78704,30.2544,-97.7518,Entire home/apt,88,28,11,2022-10-15,0.42,23,299,5,
46378717,Peaceful space in heart of city!,39181341,Tracy,,78704,30.24455,-97.73869,Entire home/apt,160,7,12,2022-09-20,0.48,1,60,5,
46383785,Brand New-Austin Babes Bungalow,213993891,Kayla,,78744,30.15905,-97.7816,Entire home/apt,215,2,120,2022-11-27,4.77,1,161,50,
46398957,Minutes to Downtown - Spacious NEW Designer Remodeled Luxury Historic Home | Professionally Cleaned + Hosted By GuestSpaces,138398089,GuestSpaces,,78703,30.27835,-97.75229,Entire home/apt,713,3,26,2022-09-18,1.04,33,354,12,
46259116,"Austin, TX - Entire Studio Condo",372675263,SnoozeStay,,78701,30.27283,-97.74705,Entire home/apt,339,2,1,2021-05-23,0.05,3,10,0,
46410855,Updated Brentwood 2/2 Bungalow,60160809,Christine,,78757,30.332,-97.72564,Entire home/apt,160,3,1,2021-07-23,0.06,1,0,0,
46259316,"Austin, TX - Entire 2 Bedroom Condo",372675263,SnoozeStay,,78701,30.27229,-97.74682,Entire home/apt,514,2,0,,,3,10,0,
46411778,"Work from Home at Cozy Studio Pool, Gym, Fast WiFi",243684594,Shirley,,78704,30.23782,-97.78244,Entire home/apt,53,1,19,2022-12-01,0.76,59,354,4,
46260698,Spacious East Austin: Minutes from DT and Rainey,7556778,Neighbor,,78702,30.27812,-97.71141,Entire home/apt,295,2,0,,,2,0,0,
46412123,ATX Cozy and Stylish Condo Near Everything w/Pool,337104866,Meena,,78758,30.40812,-97.70039,Entire home/apt,102,30,9,2022-11-22,0.39,2,346,3,
45596124,Casita tropical in Northwest Austin,45962911,Abigail,,78726,30.39984,-97.84983,Entire home/apt,65,7,2,2021-03-21,0.09,1,0,0,
46262649,Austin 2 Bdrm at St Edwards,244121753,Nils,,78704,30.230138778686523,-97.74679565429688,Entire home/apt,100,30,2,2022-11-19,0.30,7,176,2,
45608559,The Silicon Hills Casita-Your South Austin Stay,369429819,Ashley,,78745,30.22268,-97.77879,Entire home/apt,65,1,17,2021-04-24,0.64,1,0,0,
45610693,"Clean, private room in trendy East Austin house.",275372778,Jay,,78702,30.25435,-97.73073,Private room,72,1,164,2022-12-11,6.41,2,77,83,
46413873,Brentwood Casita,26767316,Ryan,,78757,30.33683,-97.72788,Entire home/apt,115,30,6,2021-11-20,0.25,2,227,0,
46273136,"❤️HIP HIDEAWAY-feels like home, spacious & cozy ❤️",374645236,Michael,,78752,30.33649,-97.70835,Entire home/apt,72,2,36,2022-10-22,1.43,13,176,10,
46277276,Artist-curated Solar Luxury Home on the East Side,3148972,Maria,,78721,30.25926,-97.68357,Entire home/apt,180,7,3,2021-03-24,0.12,1,0,0,
46414295,"Kozy Kottage 1/1 - Heart of SoCo, Minutes to DT",346286485,Kohji,,78704,30.23753,-97.74329,Entire home/apt,60,30,8,2022-11-05,0.38,2,238,3,
46279323,Recently Renovated Clarksville Apt for 4 + Parking,50214619,Ames - Austin Vacay,,78703,30.27373,-97.75636,Entire home/apt,73,1,147,2022-12-10,5.76,24,341,83,
46416057,B36 Queen Bed Studio in All Inclusive Community,20851570,Lindsey,,78752,30.32968,-97.70257,Entire home/apt,66,1,32,2022-11-12,1.30,38,180,17,
46280147,"Lavish home with firepit - 1 block to cafes, fine dining, shops & entertainment",109638288,Vacasa Texas,,78704,30.24619,-97.75071,Entire home/apt,205,30,9,2021-09-26,0.42,70,364,0,
45613043,Rent entire house on greenbelt near trail,5241322,Cara,,78721,30.26134,-97.67588,Entire home/apt,85,30,0,,,1,83,0,
46281022,Locale | Hotel-style 1BR apartment on Rainey St,2370669,Locale,,78701,30.26011,-97.73975,Entire home/apt,202,1,27,2022-07-31,1.08,9,0,9,
46281476,Quirky Casita- keepin Austin weird!! 🎉,374645236,Michael,,78752,30.3372,-97.70696,Entire home/apt,97,30,50,2022-06-11,2.01,13,145,12,
45620282,Urban Farm Oasis - No Chores!,95182017,Jenny,,78745,30.20684,-97.80361,Entire home/apt,85,2,63,2022-11-28,2.42,1,361,36,
46416848,B42 Queen Bed Studio in All Inclusive Community,20851570,Lindsey,,78752,30.32805,-97.70267,Entire home/apt,78,1,14,2022-10-24,0.58,38,167,9,
46417064,B40 Queen Bed Studio in All Inclusive Community,20851570,Lindsey,,78752,30.33034,-97.70269,Entire home/apt,66,1,30,2022-10-25,1.25,38,180,18,
46285626,Atomic Age- spacious townhome with enclosed yard🐶,374645236,Michael,,78752,30.33753,-97.70956,Entire home/apt,85,30,24,2022-10-29,0.94,13,105,17,
46420312,"Gingko 1B King Bed, Gym, Fast WiFi, Near Downtown",243684594,Shirley,,78704,30.23777,-97.78287,Entire home/apt,50,1,50,2022-12-07,1.97,59,362,29,
45631968,NEW! Private Room in trendy East Austin new build,369664136,Joslyn,,78702,30.2613,-97.70811,Private room,69,2,0,,,2,0,0,
45633569,"Entire Apartment - South Austin, TX",369678296,Katherine,,78704,30.23466,-97.78257,Entire home/apt,66,7,12,2021-11-07,0.47,1,0,0,
46288207,Rustic Inn- classic+comfy+cozy = memorable,374645236,Michael,,78752,30.33712,-97.70795,Entire home/apt,104,30,20,2022-08-31,0.89,13,119,4,
46427250,Quaint Cottage in Hip Brentwood,120975504,Melissa,,78756,30.32848,-97.73311,Entire home/apt,75,1,118,2022-12-11,4.75,1,68,57,
